C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
1184,Customer#000001184,M0dd3R30k0YjIr4GVeo,11,216618751923,9033,BUILDING,excuses nag carefully even accounts. unusual platelets detect carefully bold acco
1185,Customer#000001185,"z,dN83fETWpkJkoR",14,248607516688,2914,BUILDING,ndencies against the carefully even accounts cajole carefully quickly regular packages. even fox
1186,Customer#000001186,"cj5EeLbJJ6MPdynzposq,Apbj9 2Jm",23,335009653385,4466,BUILDING,ding realms cajole after the even foxes
1187,Customer#000001187,W1GdUKr3vQMVAZIU,10,205432605157,0,AUTOMOBILE,blithely unusual theodolites detect doggedly. bold dolphins was blithely. pinto beans use carefully at the furiou
1188,Customer#000001188,PtwoF3jNQ9r6 GbPIelt GvbNBuDH,15,251089898154,3699,MACHINERY,ts. quickly unusual ideas affix aft
1189,Customer#000001189,rbnZCbJSTE3qWLl,10,207468041553,3798,HOUSEHOLD,"enticingly express platelets wake. regular requests boost even, regular instructions. express dependencies a"
1190,Customer#000001190,JwzW9OtxFRXDnVo5hXl8 2A5VxH12,15,255386049042,2744,MACHINERY,regular deposits according to the pending packages wake blithely among the silent inst
1191,Customer#000001191,"K9J7dhIXDB2kgubtIVdRC6RP0aF,GQXin",19,295872442901,9089,AUTOMOBILE,ts wake. waters detect fluffily carefully regu
1192,Customer#000001192,8DbtM3KloBZ4OO1dRrF99,20,309049364914,3231,BUILDING,efully final packages use. slyly pend
1193,Customer#000001193,"gdKqrIp,yaMaQSFerrGGzc6Kpy",8,185244872547,0,AUTOMOBILE,accounts sleep carefully. regular accounts wake slyly. carefully regular requests along the quickly pend
1194,Customer#000001194,NzWKbiPK1oFd7PNz,21,311552753981,7582,FURNITURE,lve quickly according to the carefully regu
1195,Customer#000001195,71mmXvaWKf,4,143558017486,9621,FURNITURE,"l, regular gifts should have to x-ray blithely fluffily ironic"
1196,Customer#000001196,S3sw3q SDWVuUoEFvwv9M,20,306159677758,6379,BUILDING,carefully alongside of the blithely even theodolites. carefully ironic instructions wake after the spec
1197,Customer#000001197,9A1LTDf0KbR,0,102548917835,9261,FURNITURE,"ording to the slyly ironic accounts. carefully final instructions haggle. special, unusual foxes haggle enticing"
1198,Customer#000001198,r0liwpMwaIBQ9 zQjojGylXkJuKUL,18,282785151034,9593,AUTOMOBILE,intain fluffily ironic instructions. regular requests nag fluffily carefully unu
1199,Customer#000001199,sQJZJRAgYrZY0gPo9fJp6KAbY,16,263672121737,6503,AUTOMOBILE,es. quickly slow foxes boost
1200,Customer#000001200,2PFysvL4pk80l,22,328902104199,3765,HOUSEHOLD,nent frets. blithely bold pearls thrash across the r
1201,Customer#000001201,"LfCSVKWozyWOGDW02g9UX,XgH5YU2o5ql1zBrN",10,208254001187,5165,BUILDING,lyly pending packages. special requests sleep-- platelets use blithely after the instructions. sometimes even id
1202,Customer#000001202,"xThQDiKdG,0sU IduCCPAgHJfx1PDJwtUQvfU",0,107882566117,703,BUILDING,accounts. fluffily regular requests are. packages among the final deposits haggle carefully arou
1203,Customer#000001203,9pTq4gggfKoSqQetn0yJR,16,263706606154,5788,MACHINERY,osits nag furiously final accounts. silent pack
1204,Customer#000001204,"QxpCVhq2x0PwW,zgZ AEuFkgb50ryGM",20,301174728751,9777,HOUSEHOLD,ily final instructions. pending foxes detect doggedly accor
1205,Customer#000001205,1ALD7GN4Iw0Vl5toeM,8,181853072678,5390,HOUSEHOLD,ptotes. silent deposits above the bold warhorses boost
1206,Customer#000001206,dxzjW0gykcG2kJ gN8hZV02q6U5T6uVNfP,20,307161176066,8438,HOUSEHOLD,ng the ironic accounts. regular requests across the quickly bold deposits wake carefully across the
1207,Customer#000001207,"tDZe2FlIxGjrf9x,n6N1tu0DbWyUkSSu",3,135724747362,0,AUTOMOBILE,uriously by the slyly regular packages. fluffily final deposits across the quickly express epitaphs us
1208,Customer#000001208,M uLSFG6IrQkKQxrH5vCbPjglIpB3JC,5,157899736601,2427,BUILDING,blithely bold dependencies detect slyly. carefully silent platelets haggle along the pinto beans
1209,Customer#000001209,"PW00geNpQOiug6dftXfBkpwdAfsmRYsve,b44uR8",4,146647719006,3551,HOUSEHOLD,"unts. regular dolphins integrate slyly. regular, pending accounts sleep b"
1210,Customer#000001210,bUTLW1KIHzzQkuOEwUMwEGCQfTQM7aBmUM0,16,262023159048,8138,AUTOMOBILE,luffily ironic accounts haggle about the regular theod
1211,Customer#000001211,HCACb3Al89h6NqHUJ8qIjhfGFyA4S0c2,18,282807857324,4723,HOUSEHOLD,posits. packages affix carefully after the carefully
1212,Customer#000001212,kjiVLfadsq6sU3A6MYwySu XZnWzgkiWSa9v3K 6,22,324622747707,7736,HOUSEHOLD,e quickly unusual pinto beans. packages need to sleep furiously. regular asymptotes are furiously. final packages
1213,Customer#000001213,4ATLYSTcqLfgAJLxL7U,7,175481517684,8555,HOUSEHOLD,ong the deposits. quickly express deposit
1214,Customer#000001214,EATpN6m rGunAAkWFNSpsqy,4,142818512904,2935,BUILDING,carefully across the carefully ironic asympto
1215,Customer#000001215,oAvLu8VcRg9FNS9sNmoqU9,16,264057435405,7796,MACHINERY,special packages against the slyly final pinto beans wake slyly furiously final
1216,Customer#000001216,CSf1BbFhJhucmvftOwYLQACMEqgXj,3,136736334561,2155,AUTOMOBILE,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above
1217,Customer#000001217,"ddk4YC7lmTM,Z3LbX",12,221915802887,6019,FURNITURE,ar instructions. furiously pending
1218,Customer#000001218,JYNvUpFG0dDy7aJNhl2zLyIxUGqZZ35ncUe,22,322998711751,8802,AUTOMOBILE,"packages hang against the unusual, unusual accounts"
1219,Customer#000001219,kP1xK5be a8tW5JRSq0nwJWgKbO,4,143646618744,774,FURNITURE,the quickly even packages wake fur
1220,Customer#000001220,tbyect2HMX47TzsKy5 ho5,18,283798691009,8429,FURNITURE,sual multipliers. furiously unusual theodolites are.
1221,Customer#000001221,4mmeiymVdRmz,22,321858763586,817,FURNITURE,"express, bold pinto beans. packages would detect alongside of the quickly bold"
1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,217095194959,3883,AUTOMOBILE,riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un
1223,Customer#000001223,",I0bRfCGE5ssaX4V3",11,216597458411,0,BUILDING,oxes. bold foxes detect always furiously special platelets. fluffily bold depende
1224,Customer#000001224,"PWOwgZKsBoFJQ7py4HJpdJoSO2,",8,187943129970,8124,HOUSEHOLD,furiously regular accounts. slyly regular
1225,Customer#000001225,CgaNokxe s,11,218391034411,8635,MACHINERY,elets. bold packages use blithely special foxes. quick
1226,Customer#000001226,HKR1zog fXW,0,102512219440,2136,FURNITURE,ns. furiously pending packages hinder special accounts. sl
1227,Customer#000001227,GiT5IrOJ1zJTZErbFt1Jy6Gj,23,334686423107,3336,FURNITURE,"fily atop the bold, unusual theo"
1228,Customer#000001228,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",12,227789556105,5392,AUTOMOBILE,s according to the carefully final ideas ha
1229,Customer#000001229,csvrfGKxtX,9,193134526076,8328,FURNITURE,"instructions sleep. carefully regular accounts use furiously. ironic, even foxes wake: busily even deposits caj"
1230,Customer#000001230,"Pr7yxcRne6NiloD1oR,d28rwVFRnOoTWeYq9",23,337861293407,4788,MACHINERY,ackages cajole furiously quickly pending packages. ironic foxes
1231,Customer#000001231,qJWtxdKmKWcR5XgMDn,9,193163483289,2327,AUTOMOBILE,uickly regular foxes are after t
1232,Customer#000001232,yYXdTto04oLlk04SM,18,285183207417,8483,MACHINERY,". even deposits lose above the even, regular"
1233,Customer#000001233,KdmXav1IIIo,15,255229126255,3649,MACHINERY,ymptotes according to the ironic deposits use around the reg
1234,Customer#000001234,"B3OhbH0MRJE,F0Lc7Jq0Ttv3",1,117424346436,0,FURNITURE,y ironic instructions are quickly about the slyly silent pinto beans. quickly final dependenci
1235,Customer#000001235,q 1E JKZqhvUzj48,24,345493338551,0,BUILDING,ckly. furiously quick dependencie
1236,Customer#000001236,pTEEPYlnQBzi558CN7LJ5UTdvO,11,216995269355,3601,MACHINERY,", pending excuses wake slyly pending accounts. asymptotes wake fluffily against the ironic, bold pack"
1237,Customer#000001237,"CQEeqR ,cVU7Bby",20,304156667691,8157,BUILDING,the bold accounts wake blithely across the deposits
1238,Customer#000001238,"HGCJI27,RIIQcS20,DcJbMQuUmN3Vhzdm",6,163021717578,4299,BUILDING,"ly special requests. unusual, special asymptotes according to the blithely express pinto beans wake en"
1239,Customer#000001239,",K7wNII9jhC ,",20,307865184678,6937,FURNITURE,are alongside of the requests. s
1240,Customer#000001240,XbvhyAXRkuujtESRmxeD9eQpYSkiCa,4,146505555310,5439,FURNITURE,"ans above the slyly regular ideas cajole furiously across the regular, regular decoys. furiously final asymptotes s"
1241,Customer#000001241,74mW8ipfvoVPR3PS,3,139028761609,8655,HOUSEHOLD,ructions affix against the evenly ironic packages. slyly regular accounts run carefully. accounts accor
1242,Customer#000001242,mA8bUqB6WqNEe2nsQXlaHqMqaACj,2,125213641211,2276,BUILDING,regular ideas cajole! blithely express excuses b
1243,Customer#000001243,"g,qSvyYkgjDcCL cxx5qy8hAwhomRq9cYJRvXZ6",14,244451659851,6271,MACHINERY,"s, regular packages through the carefully ruthless theodolites promise quickly blithely final pinto be"
1244,Customer#000001244,I3DrbiKwP3dxs1jF0iDwXh,5,158814332257,0,BUILDING,old deposits alongside of the packages are
1245,Customer#000001245,xLnSgzY70qTKPF753,4,145007643702,3197,FURNITURE,haggle slyly at the carefully pending excuses. slyly pending theodolites use re
1246,Customer#000001246,acguUq5BISzqjHB7Bt,4,148821419354,261,BUILDING,haggle furiously. blithely regular patterns sleep quickly slyly even
1247,Customer#000001247,"q5,Og3ezW3jSUtbwK 6qLJPqPwCwdL",0,103861733167,1697,MACHINERY,s against the quickly unusual ideas are blithely packages. accounts sleep quickly. regular
1248,Customer#000001248,f0X68bItSl,8,186926691536,6539,AUTOMOBILE,theodolites for the unusual deposits cajole fluffily final patterns. caref
1249,Customer#000001249,x9ukZnNiUM5pBPXyE3epagewVQBPZzxGYD6sMH,7,178662691165,448,BUILDING,"the ironic packages sleep carefully express theodolites. even, final deposits across the even deposits nag after t"
1250,Customer#000001250,"LBPszo9EVA88sbbdYl7E,MVm7UvoBjmjr",9,195096084350,780,AUTOMOBILE,"und the fluffily bold requests. silent, final theodolites solve furiou"
1251,Customer#000001251,"4AjU4c4D4AMLwQx,lAJGwBIgmT7oSZwYUv0es3J",24,347412566399,7268,MACHINERY,ckly regular accounts affix slyly carefully unusual
1252,Customer#000001252,"u2OUDBxaayX4WhrftcM,",12,226047827617,3280,MACHINERY,eans might impress about the bold requests. bl
1253,Customer#000001253,2rEfA2LR6LkUXjoMxIsv58YSHPMjlqr1YXhHSX,1,119005872067,1222,BUILDING,efully regular deposits. bravely ironi
1254,Customer#000001254,wdGz5Cm DrSdF,18,288328514673,2676,HOUSEHOLD,wind fluffily blithely regular pac
1255,Customer#000001255,UC6I32JjBU62t4WgDe e2pDYbuM3VAt4MPM,14,243596332713,6488,FURNITURE,s deposits sleep. blithely ironic dependencies wake. blithely even theodolites sleep. blithely
1256,Customer#000001256,"sNx4HcJ35paZik,IN02G7p",15,253063424782,5012,MACHINERY,integrate carefully. blithely e
1257,Customer#000001257,kX6yufw5dfKrgwQPVwWE7,2,128244518526,8811,HOUSEHOLD,hins. furiously unusual foxes about the regular foxes wake blithel
1258,Customer#000001258,zK3TKgKVuFCBdjt,3,137275887092,0,AUTOMOBILE,ove the carefully ironic asymptotes. quickly final Tiresias wake regular packages. s
1259,Customer#000001259,YQc2RRQJV7kl1zxWg4OiUVU 5GlpB,20,309306207210,8353,HOUSEHOLD,"ages sleep blithely regular, final"
1260,Customer#000001260,"npdrgr5Yqp0znvQt,Cw07j4BS22RNIANcb3t",2,127424082980,4992,MACHINERY,"kly express theodolites sleep blithely across the doggedly regular packages. final, unusual instruc"
1261,Customer#000001261,mWs6m9QwmTOZ,20,303728954261,5580,BUILDING,uffily final pinto beans. ironic deposits according to th
1262,Customer#000001262,u39WRGDI6AKU,3,134445833984,2840,MACHINERY,final accounts sleep slyly Tiresias. packages are furiously idle platelets. slyly silent requests are acr
1263,Customer#000001263,MXA4v0xQ9Kt,9,196906145736,6976,MACHINERY,ress dependencies are carefully theodolites. blithely ironic foxes among the slyly bold packages sleep blith
1264,Customer#000001264,vC1Yg5q O9  Tt5SM7OF,16,266177076647,3959,MACHINERY,"y, regular requests above the fluffily special deposits engage around the furiously"
1265,Customer#000001265,CTbTIB ZTYyKUSY42Ksz F33fxKsSG,24,349452563226,2654,MACHINERY,yly pending deposits about the regular accounts pri
1266,Customer#000001266,LW7shrnoCLUjJKQI8EF7SIFofvvIUmiJzpdS,3,138327683873,1877,MACHINERY,egular ideas. blithely regular requests above the deposits unwind on the slyly dogged pinto
1267,Customer#000001267,o3dtauyIeWwFRok2whWam0MLjmOdlG1H,24,343293282500,8616,BUILDING,accounts nag fluffily blithely ironic pinto beans. carefully pending deposits dazzle along
1268,Customer#000001268,SHn6HpO2VXBw3RJFPxjQFGanrsndRwRR2LWdm,24,349737355374,5152,BUILDING,"y pending accounts! blithely unusual ideas wake alongside of the regular, f"
1269,Customer#000001269,j2hwJHCMprK8HQdK7DpeUx5SG8j4dfuNR,10,208184858060,2660,BUILDING,promise slyly against the carefully ironic deposits. fluffily unusual foxes cajole carefully
1270,Customer#000001270,HPcuKCEtUzP3np7 oDR,13,234732831422,6170,MACHINERY,"oost along the unusual, permanent pinto beans. even packages integrate slyly according to the pendin"
1271,Customer#000001271,S7fmHdkot3JAv,14,246983422768,1209,HOUSEHOLD,efully after the slyly regular accounts. carefully ironic theo
1272,Customer#000001272,hzMO9cmypW,21,316596171632,6865,FURNITURE,symptotes. carefully regular requests after the pending ideas affix fu
1273,Customer#000001273,6RglRQdIV9mF8Tn6ABFmSQl,12,225945679307,1500,AUTOMOBILE,t final packages. furiously unus
1274,Customer#000001274,eHJnE7ytBm,24,341527216307,127,AUTOMOBILE,nts are enticingly above the furiously
1275,Customer#000001275,"KUtV3oFy2Kyuzs4zT DB,S",20,304101742034,8972,MACHINERY,"uternes. blithely express accounts detect around the fluffily even theodolites. even, spe"
1276,Customer#000001276,c5UAVe71MPvmerPafNlpvTBWCewT,16,268095822064,0,AUTOMOBILE,the blithely regular packages boost blithely regular excuses. final dep
1277,Customer#000001277,2ETOoQWtvxqp,14,245027464128,0,BUILDING,oss the packages. packages doze car
1278,Customer#000001278,OB JBXz5fghXsYEaClW8PZpDmxMVZct,5,152532705149,9038,HOUSEHOLD,"foxes. even, special theodolites boost. furiously silent packages haggle? furiously"
1279,Customer#000001279,fkrzLacsqCnwUwgjjttKmY,14,247425876985,7915,BUILDING,tes are. ideas above the carefully ironic d
1280,Customer#000001280,3AmBFWaqOYt7F,16,267255737255,3420,HOUSEHOLD,"eodolites sleep according to the theodolites. slyly pending dolphins among the pending, express platel"
1281,Customer#000001281,pekyJqzeIQKGO8TeLvXgH8HR,11,211249637614,8182,AUTOMOBILE,the furiously quick deposits. slyly regul
1282,Customer#000001282,"qeYHABkf21,5C5OC5it6q",14,247506277414,8999,FURNITURE,even deposits sleep quickly regular
1283,Customer#000001283,"6JeLWEtDERPB,0KzWB,I6Xs8rJXAC8ryFulW5NPC",0,102037712219,2223,AUTOMOBILE,blithely daringly final theodolites. foxes ha
1284,Customer#000001284,sdj PCsILD6mOJfEuIIbrN52hOHTYWwUUPT,18,287503461442,0,BUILDING,pending packages cajole carefully! furiously final packages wake. special requests sleep along the caref
1285,Customer#000001285,"5Hy,ajDzJPtZFeJedRSeLN7XGOJtyUy2FI93",19,294248351463,3062,HOUSEHOLD,ly bold ideas affix blithely about the slyly even pinto beans. slyly regular multip
1286,Customer#000001286,FP3aFvhRMSKfCz3l0h,12,223749329860,6906,MACHINERY,quests. quickly even packages wak
1287,Customer#000001287,8CaksGsCJOK3oUm1kUsQ,15,254937343918,7462,MACHINERY,e quickly silent courts. furiously even packages among the ironic ideas integrate slyl
1288,Customer#000001288,wQDTTCkSGxic2d66,3,135332569320,6603,HOUSEHOLD,equests detect atop the ironic deposits. final requests according to the blithely sp
1289,Customer#000001289,OGb4YMkool8QMr,24,344095914324,2926,MACHINERY,deas haggle carefully alongside of the always even ideas. never unusual as
1290,Customer#000001290,0Q9URl0Y3rJWt9GYZF,24,348371612672,8108,MACHINERY,s use across the express requests-- carefully bold foxes cajole slyly slyly express pinto beans. ironic request
1291,Customer#000001291,"dg3hkdHiI9zqk7l3242Q28OLLFy,1vZ,",7,176932942656,8227,BUILDING,", final requests-- furiously careful ideas wake busily ironic, even a"
1292,Customer#000001292,QVr2XTDOMzWcLKHtNgrLK,21,319664071575,5509,BUILDING,haggle. special foxes sleep blithely
1293,Customer#000001293,E79dBMCNl5xXBwtnSsjuBLa16VgrLsKz,12,225172236566,2566,HOUSEHOLD,"heodolites boost blithely ironic packages. special, even ideas above the asymptotes wake quickly accordin"
1294,Customer#000001294,EZVIKislr4L0PrBP8LShL,23,335062047796,0,AUTOMOBILE,deas boost bravely final ideas. slyly even pearls are furiously
1295,Customer#000001295,"kded3b,5e5",24,342594842624,754,BUILDING,"slyly final accounts detect blithely regular, bold requests-- blithely final foxes wake blithel"
1296,Customer#000001296,cLAyTJcfD3T4hKW52lIU9yk,5,151304854234,3035,MACHINERY,e slyly ironic requests. final requests
1297,Customer#000001297,4QnYEe0KXOP3yridKldXROs7jQdMu9tE,21,315796829907,6074,HOUSEHOLD,pinto beans! furiously regular courts ea
1298,Customer#000001298,"ujAPYPBrLW,oIxGpuWmxoTDscSXFOP Tjk",15,257652441549,3904,AUTOMOBILE,"er furiously despite the ironic, even ideas. slyly silent ideas boost"
1299,Customer#000001299,vm2THnXrMKrn5xvPL88EMT9QntU,11,211501794763,808,HOUSEHOLD,sheaves promise furiously alongside of the slyly pending platelets. pending dolphins at the furi
1300,Customer#000001300,VmW1dNLVaQY0ud6Csa5WHWuV8,23,335813996027,0,BUILDING,"x-ray furiously regular deposits. final, silent theodolites are slyly pending ideas. final dependencies"
1301,Customer#000001301,"oR0kHfL6GWhF VPD,mM1Jxsd9l3nZEkfDn",10,203393479046,8967,MACHINERY,"egular asymptotes along the even, express packages sleep express realms; carefully final packages haggle quickly"
1302,Customer#000001302,"vyImQ4AVgv,Rn",9,193162129313,198,MACHINERY,platelets engage carefully! furiously express ideas shall have to use. regular
1303,Customer#000001303,MarfB1lCCs2MZ8CWdWqCfb,5,156582347985,2020,MACHINERY,express deposits haggle slyly after the carefully unusual packages-- silently si
1304,Customer#000001304,1sXtodRtFvBd449a2aJ,11,216388153982,4548,AUTOMOBILE,orses boost blithely platelets. fur
1305,Customer#000001305,xHgwqc1p0eLf5F8JkE7zvYXPHhIOP5IgLRJgR,23,333966349150,4901,MACHINERY,efully. furiously ironic packages cajole slyly bold requests. quickly ruthless requests alongside of the iro
1306,Customer#000001306,0YRFIqAc5imIKGi9cEYtn6L,12,229235519639,6465,MACHINERY,le. quickly pending accounts detect furiously. packages
1307,Customer#000001307,L OAVSFQauP87kLdHouM8,3,139702998199,4345,MACHINERY,"ts. brave, express packages boost. even, pending instructions nag blithely regular theodolite"
1308,Customer#000001308,Ndovi7D9gJ u1gjQwYOkIARup6VzhQFCHHmSMw,18,285608332066,9291,MACHINERY,uickly even dependencies. unus
1309,Customer#000001309,"xaOhk73bjekYrVc5zZ36c,GuZUxsMHjo7WH9WVe",10,208219055952,0,AUTOMOBILE,nusual excuses. ironic deposits are furiously ironic frays. blithely ironic platelets are evenly regular package
1310,Customer#000001310,"bN, XpseFnbjZRh3fryWogaudZB",17,275383383378,205,HOUSEHOLD,unts. silently bold ideas against the blithely regular deposits use furiously ironic fo
1311,Customer#000001311,rcff2L75vK5EOUaPK DiDz6atB,13,236472795735,8713,FURNITURE,nd the regularly unusual foxes. regular asympto
1312,Customer#000001312,f5zgMB4MHLMSHaX0tDduHAmVd4,3,131534929898,9460,BUILDING,odolites wake always packages. slyly slow orbits lose. regular depo
1313,Customer#000001313,Ax4TI4jbHvaYUaaFuEUQTiMWQvrjez G,23,336238343089,889,MACHINERY,"ely. carefully pending foxes was furiously special, special"
1314,Customer#000001314,auN4t99aykk1AlmJl,1,112903012722,3218,HOUSEHOLD,e special theodolites haggle furiously along the even deposits. final accounts haggle. furious
1315,Customer#000001315,5J941XxxkE,10,209416146433,1448,AUTOMOBILE,"refully bold packages. final, regular pa"
1316,Customer#000001316,nmbpR1rqOdlUDvT6C HXUhm2,5,156428011329,0,BUILDING,might wake. sometimes unusual requests cajole carefully about the excuses. stealthily final requests wake quick
1317,Customer#000001317,a6M1wdC44LW,14,245182948197,8925,AUTOMOBILE,s haggle furiously slyly final accounts. slyly bold pac
1318,Customer#000001318,yrASJAqw67PQxFYVAVsGU,14,245242794270,5813,BUILDING,lyly blithely final depths. regularly even accounts haggle across the carefu
1319,Customer#000001319,c5M1KcH60UZPYsa,9,195733453305,4910,MACHINERY,"se across the dependencies. express,"
1320,Customer#000001320,8gman6hzpuKUsX7mKU9katXpP1ia,15,251161083791,6407,MACHINERY,"lent, final accounts cajole fluffily special requests. deposits around the fluffily even packages"
1321,Customer#000001321,dWd3MhPQY3,10,205717873958,3589,FURNITURE,express foxes are quickly blithely bold
1322,Customer#000001322,35jI39rgIHCI4Pwvpy1beKgL0,13,232072567245,2622,FURNITURE,tes cajole. blithely express request
1323,Customer#000001323,"r9R6okXwQID,",23,334767687390,6007,HOUSEHOLD,uffily even packages. dependencies are. excuses cajole furiously regular foxes. special dep
1324,Customer#000001324,6qS1ZDpAYr9aED9Yh ggf8ACJcPi7sp,7,174159579976,7549,AUTOMOBILE,"t the busy courts sleep quietly above the ideas. final accounts after the regular, ironic pl"
1325,Customer#000001325,Agu uZvi6Xv77 nE7W8,7,176873031074,9109,HOUSEHOLD,n foxes integrate furiously ironic requests. furiously even theodolites use daringly pending deposits; even pl
1326,Customer#000001326,naLuK8XKUP72msE0e,21,313733074091,0,HOUSEHOLD,"pending accounts impress. regular, express accounts cajole ironically express deposits. slyly regular accoun"
1327,Customer#000001327,LBVMBxjllZpTQd,12,229205766295,1,MACHINERY,are furiously according to the multipliers. pinto beans are thinly. special deposits haggle quickly express Ti
1328,Customer#000001328,fjKlKFyxTQRJjLeT1Md,10,203054289878,3265,AUTOMOBILE,"deposits haggle ironic, bold packages. quickly unusual packages print furiously care"
1329,Customer#000001329,Q3 pefFAcrEYPQ6J AC,17,279458268003,4646,BUILDING,quickly silent requests affix blithely slyly bold instructions. furiously even packages dazzle whith
1330,Customer#000001330,MGY4P7QIy3,1,113535241234,3893,BUILDING,to beans doze along the furiously final pinto beans. req
1331,Customer#000001331,mjaArHGsPWg,8,181403891328,2005,BUILDING,ic excuses. requests would promise according to the furiously ironic accounts. slyly final deposi
1332,Customer#000001332,1JMz4nbClfcxmzPyWyJK,18,285603516594,3323,FURNITURE,"ing forges. foxes haggle fluffily. express, final excuses sleep slyly blithely express dependencies."
1333,Customer#000001333,o9o6lky2KYgFZ2cSx5lyFQYufM1i1d,2,121549756824,1331,AUTOMOBILE,beans integrate fluffily. carefully final pinto beans wake furiously even pint
1334,Customer#000001334,gZkxQY2Aa3o D6f1O 7nsPdg6BJ3,5,154938001041,2486,BUILDING,"unusual dependencies cajole regular, r"
1335,Customer#000001335,VeQAJlVqZgl0adTxSpZ6P2ZVIC0kWokJ,10,207447797057,8342,BUILDING,t slyly accounts. slyly express pinto beans nag.
1336,Customer#000001336,E4MeTLnSTIOlWkLDwmG7QPf 9Dq,16,263501105043,1490,AUTOMOBILE,ts after the deposits are quickly deposits! blithely regular theodolites integrate above the slyly pending
1337,Customer#000001337,ACAMJe2Xdw2BCgHrGMd0BX,22,325285941931,7882,MACHINERY,"n, express gifts. express, fluffy pinto beans sleep. regula"
1338,Customer#000001338,"8Nx5v3cKF MK3ejHdMUgcY,FNZZs1",20,307638665779,5139,BUILDING,te quickly above the regular packages. thinly re
1339,Customer#000001339,QGiiQ1iMDmLKLAHsZa L68gZFyPXX18a38IS,4,149049632452,8168,MACHINERY,neath the carefully unusual plat
1340,Customer#000001340,dYRQ2tz0OdH,21,318724351900,280,HOUSEHOLD,against the final theodolites. slyly regular dependencies after the bo
1341,Customer#000001341,n5dnBrBUHnNEnaglCr9jNvONhG tMPb,18,287012219569,763,MACHINERY,"nt requests. ironic, even excuse"
1342,Customer#000001342,FD6UNqfsYMKkf3ZFZdI4EaYMZ,16,263407332096,1520,MACHINERY,"y around the final, special foxes."
1343,Customer#000001343,WtCLJBdycxFOsHyv,18,283935945247,8303,AUTOMOBILE,accounts. blithely pending foxes wake among the carefully express forges. quickly ironic realms wake bl
1344,Customer#000001344,95XSwEZD22AZln3RB,5,153076829911,2113,AUTOMOBILE,"after the furiously ironic foxes cajole slyly unusual, pending reques"
1345,Customer#000001345,"31zcobEB,6Li4YDZbnNX",9,199136517783,8594,BUILDING,"of the express, express packages. final requests detect to the regular accou"
1346,Customer#000001346,cuwz2Yvj VKYEXjZzfL,10,205026856183,4524,FURNITURE,heodolites after the quickly bold deposits wake according to the regular platelets. ca
1347,Customer#000001347,7oXery7shMx,24,349562326103,8476,HOUSEHOLD,ular accounts. furiously final t
1348,Customer#000001348,CgtcDDYMnvsgI1uozRj,23,333607323579,459,MACHINERY,s cajole furiously among the ironic deposits. carefully bold pinto beans wake carefully against the carefully
1349,Customer#000001349,"HvlnFsKOdm39Ge4VPgzE,UN",18,289505278728,4967,AUTOMOBILE,ges. final ideas nag furiously against the fluffily express accounts.
1350,Customer#000001350,"fc,TCo2zqB9T3C5IbaGkfV3,hLqLr",3,134869032349,3340,AUTOMOBILE,"regular, ironic ideas are carefully against the silent packages. careful,"
1351,Customer#000001351,NYMFfkNlCGoTeaDrNO9nn,1,119162106616,3106,FURNITURE,accounts after the final deposits sleep fluffily ironic accoun
1352,Customer#000001352,XW4X8ComPo5mlyrgLn,20,306316064317,5571,FURNITURE,en escapades after the furiously special accounts use slyly regular grouches. fluffily final pinto bean
1353,Customer#000001353,CzscM6Q8vW6,1,111092741421,3667,MACHINERY,"quickly ironic packages. regular, bold asymptotes about the foxes haggle carefully regular pa"
1354,Customer#000001354,rvGErAt5suIqpuxwtL QPAgN7n7Tyv,13,239696191363,0,MACHINERY,blithely blithely pending packages. furiously pending accounts use slyly. bl
1355,Customer#000001355,c1r6G98ixzLQkvUV2KphsFwhYvpDo18oToGB,20,309188831662,2351,AUTOMOBILE,anent dependencies are blithely above the quickly silent escapades. requests sleep. final foxes sleep slyl
1356,Customer#000001356,3SLzAiW4PihnFUE243 AHKkwtL1PCj,5,156567125740,927,HOUSEHOLD,fully pending deposits. carefully unusual accounts
1357,Customer#000001357,"S1bDHNFkDEi,Gbsc3",15,252421464223,8628,BUILDING,osits boost pending packages. slyly pending deposits along the requ
1358,Customer#000001358,t23gsl4TdVXqTZha DioEHIq5w7y,3,132642531258,5149,BUILDING,sy excuses. slyly express requests detect slyly quic
1359,Customer#000001359,"F5XtTR5KeZ,wAL",11,211248335784,4070,FURNITURE,"eposits sleep quickly. enticing packages sleep ironic, ironic accounts. daring, regular t"
1360,Customer#000001360,xeaT6W6D569UKCKU86iK9b6aUanlra,19,295745524018,1423,MACHINERY,nt packages affix quickly furiously regular foxes; quickly
1361,Customer#000001361,"OAHRbO5RS8,yFt16e7glYM4oVEZpf8BefK5DA,7",13,231049757608,4129,HOUSEHOLD,need to promise furiously quickly bold packages. finally express pinto beans alongside of the
1362,Customer#000001362,FKywgbtf4ib,7,178013855904,3719,MACHINERY,"gouts. quickly silent foxes affix after the ironic, special accounts. carefully bold d"
