CUSTOMER_SK,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,START_DATE,END_DATE,IS_CURRENT,RECORD_SOURCE
1749,1217,Customer#000001217,"ddk4YC7lmTM,Z3LbX",12,221915802887,6019.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1750,1218,Customer#000001218,JYNvUpFG0dDy7aJNhl2zLyIxUGqZZ35ncUe,22,322998711751,8802.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1751,1219,Customer#000001219,kP1xK5be a8tW5JRSq0nwJWgKbO,4,143646618744,774.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1752,1220,Customer#000001220,tbyect2HMX47TzsKy5 ho5,18,283798691009,8429.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1753,1221,Customer#000001221,4mmeiymVdRmz,22,321858763586,817.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1754,1222,Customer#000001222,hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM,11,217095194959,3883.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1755,1223,Customer#000001223,",I0bRfCGE5ssaX4V3",11,216597458411,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1756,1224,Customer#000001224,"PWOwgZKsBoFJQ7py4HJpdJoSO2,",8,187943129970,8124.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1757,1225,Customer#000001225,CgaNokxe s,11,218391034411,8635.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1758,1226,Customer#000001226,HKR1zog fXW,0,102512219440,2136.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1759,1227,Customer#000001227,GiT5IrOJ1zJTZErbFt1Jy6Gj,23,334686423107,3336.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1760,1228,Customer#000001228,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",12,227789556105,5392.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1761,1229,Customer#000001229,csvrfGKxtX,9,193134526076,8328.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1762,1230,Customer#000001230,"Pr7yxcRne6NiloD1oR,d28rwVFRnOoTWeYq9",23,337861293407,4788.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1763,1231,Customer#000001231,qJWtxdKmKWcR5XgMDn,9,193163483289,2327.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1764,1232,Customer#000001232,yYXdTto04oLlk04SM,18,285183207417,8483.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1765,1233,Customer#000001233,KdmXav1IIIo,15,255229126255,3649.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1766,1234,Customer#000001234,"B3OhbH0MRJE,F0Lc7Jq0Ttv3",1,117424346436,0.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1767,1235,Customer#000001235,q 1E JKZqhvUzj48,24,345493338551,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1768,1236,Customer#000001236,pTEEPYlnQBzi558CN7LJ5UTdvO,11,216995269355,3601.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1769,1237,Customer#000001237,"CQEeqR ,cVU7Bby",20,304156667691,8157.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1770,1238,Customer#000001238,"HGCJI27,RIIQcS20,DcJbMQuUmN3Vhzdm",6,163021717578,4299.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1771,1239,Customer#000001239,",K7wNII9jhC ,",20,307865184678,6937.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1772,1240,Customer#000001240,XbvhyAXRkuujtESRmxeD9eQpYSkiCa,4,146505555310,5439.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1773,1241,Customer#000001241,74mW8ipfvoVPR3PS,3,139028761609,8655.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1774,1242,Customer#000001242,mA8bUqB6WqNEe2nsQXlaHqMqaACj,2,125213641211,2276.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1775,1243,Customer#000001243,"g,qSvyYkgjDcCL cxx5qy8hAwhomRq9cYJRvXZ6",14,244451659851,6271.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1776,1244,Customer#000001244,I3DrbiKwP3dxs1jF0iDwXh,5,158814332257,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1777,1245,Customer#000001245,xLnSgzY70qTKPF753,4,145007643702,3197.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1778,1246,Customer#000001246,acguUq5BISzqjHB7Bt,4,148821419354,261.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1779,1247,Customer#000001247,"q5,Og3ezW3jSUtbwK 6qLJPqPwCwdL",0,103861733167,1697.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1780,1248,Customer#000001248,f0X68bItSl,8,186926691536,6539.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1781,1249,Customer#000001249,x9ukZnNiUM5pBPXyE3epagewVQBPZzxGYD6sMH,7,178662691165,448.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1782,1250,Customer#000001250,"LBPszo9EVA88sbbdYl7E,MVm7UvoBjmjr",9,195096084350,780.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1783,1251,Customer#000001251,"4AjU4c4D4AMLwQx,lAJGwBIgmT7oSZwYUv0es3J",24,347412566399,7268.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1784,1252,Customer#000001252,"u2OUDBxaayX4WhrftcM,",12,226047827617,3280.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1785,1253,Customer#000001253,2rEfA2LR6LkUXjoMxIsv58YSHPMjlqr1YXhHSX,1,119005872067,1222.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1786,1254,Customer#000001254,wdGz5Cm DrSdF,18,288328514673,2676.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1787,1255,Customer#000001255,UC6I32JjBU62t4WgDe e2pDYbuM3VAt4MPM,14,243596332713,6488.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1788,1256,Customer#000001256,"sNx4HcJ35paZik,IN02G7p",15,253063424782,5012.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1789,1257,Customer#000001257,kX6yufw5dfKrgwQPVwWE7,2,128244518526,8811.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1790,1258,Customer#000001258,zK3TKgKVuFCBdjt,3,137275887092,0.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1791,1259,Customer#000001259,YQc2RRQJV7kl1zxWg4OiUVU 5GlpB,20,309306207210,8353.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1792,1260,Customer#000001260,"npdrgr5Yqp0znvQt,Cw07j4BS22RNIANcb3t",2,127424082980,4992.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1793,1261,Customer#000001261,mWs6m9QwmTOZ,20,303728954261,5580.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1794,1262,Customer#000001262,u39WRGDI6AKU,3,134445833984,2840.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1795,1263,Customer#000001263,MXA4v0xQ9Kt,9,196906145736,6976.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1796,1264,Customer#000001264,vC1Yg5q O9  Tt5SM7OF,16,266177076647,3959.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1797,1265,Customer#000001265,CTbTIB ZTYyKUSY42Ksz F33fxKsSG,24,349452563226,2654.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1798,1266,Customer#000001266,LW7shrnoCLUjJKQI8EF7SIFofvvIUmiJzpdS,3,138327683873,1877.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1799,1267,Customer#000001267,o3dtauyIeWwFRok2whWam0MLjmOdlG1H,24,343293282500,8616.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1800,1268,Customer#000001268,SHn6HpO2VXBw3RJFPxjQFGanrsndRwRR2LWdm,24,349737355374,5152.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1801,1269,Customer#000001269,j2hwJHCMprK8HQdK7DpeUx5SG8j4dfuNR,10,208184858060,2660.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1802,1270,Customer#000001270,HPcuKCEtUzP3np7 oDR,13,234732831422,6170.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1803,1271,Customer#000001271,S7fmHdkot3JAv,14,246983422768,1209.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1804,1272,Customer#000001272,hzMO9cmypW,21,316596171632,6865.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1805,1273,Customer#000001273,6RglRQdIV9mF8Tn6ABFmSQl,12,225945679307,1500.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1806,1274,Customer#000001274,eHJnE7ytBm,24,341527216307,127.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1807,1275,Customer#000001275,"KUtV3oFy2Kyuzs4zT DB,S",20,304101742034,8972.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1808,1276,Customer#000001276,c5UAVe71MPvmerPafNlpvTBWCewT,16,268095822064,0.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1809,1277,Customer#000001277,2ETOoQWtvxqp,14,245027464128,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1810,1278,Customer#000001278,OB JBXz5fghXsYEaClW8PZpDmxMVZct,5,152532705149,9038.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1811,1279,Customer#000001279,fkrzLacsqCnwUwgjjttKmY,14,247425876985,7915.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1812,1280,Customer#000001280,3AmBFWaqOYt7F,16,267255737255,3420.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1813,1281,Customer#000001281,pekyJqzeIQKGO8TeLvXgH8HR,11,211249637614,8182.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1814,1282,Customer#000001282,"qeYHABkf21,5C5OC5it6q",14,247506277414,8999.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1815,1283,Customer#000001283,"6JeLWEtDERPB,0KzWB,I6Xs8rJXAC8ryFulW5NPC",0,102037712219,2223.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1816,1284,Customer#000001284,sdj PCsILD6mOJfEuIIbrN52hOHTYWwUUPT,18,287503461442,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1817,1285,Customer#000001285,"5Hy,ajDzJPtZFeJedRSeLN7XGOJtyUy2FI93",19,294248351463,3062.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1818,1286,Customer#000001286,FP3aFvhRMSKfCz3l0h,12,223749329860,6906.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1819,1287,Customer#000001287,8CaksGsCJOK3oUm1kUsQ,15,254937343918,7462.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1820,1288,Customer#000001288,wQDTTCkSGxic2d66,3,135332569320,6603.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1821,1289,Customer#000001289,OGb4YMkool8QMr,24,344095914324,2926.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1822,1290,Customer#000001290,0Q9URl0Y3rJWt9GYZF,24,348371612672,8108.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1823,1291,Customer#000001291,"dg3hkdHiI9zqk7l3242Q28OLLFy,1vZ,",7,176932942656,8227.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1824,1292,Customer#000001292,QVr2XTDOMzWcLKHtNgrLK,21,319664071575,5509.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1825,1293,Customer#000001293,E79dBMCNl5xXBwtnSsjuBLa16VgrLsKz,12,225172236566,2566.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1826,1294,Customer#000001294,EZVIKislr4L0PrBP8LShL,23,335062047796,0.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1827,1295,Customer#000001295,"kded3b,5e5",24,342594842624,754.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1828,1296,Customer#000001296,cLAyTJcfD3T4hKW52lIU9yk,5,151304854234,3035.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1829,1297,Customer#000001297,4QnYEe0KXOP3yridKldXROs7jQdMu9tE,21,315796829907,6074.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1830,1298,Customer#000001298,"ujAPYPBrLW,oIxGpuWmxoTDscSXFOP Tjk",15,257652441549,3904.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1831,1299,Customer#000001299,vm2THnXrMKrn5xvPL88EMT9QntU,11,211501794763,808.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1832,1300,Customer#000001300,VmW1dNLVaQY0ud6Csa5WHWuV8,23,335813996027,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1833,1301,Customer#000001301,"oR0kHfL6GWhF VPD,mM1Jxsd9l3nZEkfDn",10,203393479046,8967.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1834,1302,Customer#000001302,"vyImQ4AVgv,Rn",9,193162129313,198.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1835,1303,Customer#000001303,MarfB1lCCs2MZ8CWdWqCfb,5,156582347985,2020.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1836,1304,Customer#000001304,1sXtodRtFvBd449a2aJ,11,216388153982,4548.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1837,1305,Customer#000001305,xHgwqc1p0eLf5F8JkE7zvYXPHhIOP5IgLRJgR,23,333966349150,4901.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1838,1306,Customer#000001306,0YRFIqAc5imIKGi9cEYtn6L,12,229235519639,6465.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1839,1307,Customer#000001307,L OAVSFQauP87kLdHouM8,3,139702998199,4345.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1840,1308,Customer#000001308,Ndovi7D9gJ u1gjQwYOkIARup6VzhQFCHHmSMw,18,285608332066,9291.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1841,1309,Customer#000001309,"xaOhk73bjekYrVc5zZ36c,GuZUxsMHjo7WH9WVe",10,208219055952,0.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1842,1310,Customer#000001310,"bN, XpseFnbjZRh3fryWogaudZB",17,275383383378,205.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1843,1311,Customer#000001311,rcff2L75vK5EOUaPK DiDz6atB,13,236472795735,8713.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1844,1312,Customer#000001312,f5zgMB4MHLMSHaX0tDduHAmVd4,3,131534929898,9460.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1845,1313,Customer#000001313,Ax4TI4jbHvaYUaaFuEUQTiMWQvrjez G,23,336238343089,889.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1846,1314,Customer#000001314,auN4t99aykk1AlmJl,1,112903012722,3218.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1847,1315,Customer#000001315,5J941XxxkE,10,209416146433,1448.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1848,1316,Customer#000001316,nmbpR1rqOdlUDvT6C HXUhm2,5,156428011329,0.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1849,1317,Customer#000001317,a6M1wdC44LW,14,245182948197,8925.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1850,1318,Customer#000001318,yrASJAqw67PQxFYVAVsGU,14,245242794270,5813.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1851,1319,Customer#000001319,c5M1KcH60UZPYsa,9,195733453305,4910.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1852,1320,Customer#000001320,8gman6hzpuKUsX7mKU9katXpP1ia,15,251161083791,6407.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1853,1321,Customer#000001321,dWd3MhPQY3,10,205717873958,3589.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1854,1322,Customer#000001322,35jI39rgIHCI4Pwvpy1beKgL0,13,232072567245,2622.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1855,1323,Customer#000001323,"r9R6okXwQID,",23,334767687390,6007.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1856,1324,Customer#000001324,6qS1ZDpAYr9aED9Yh ggf8ACJcPi7sp,7,174159579976,7549.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1857,1325,Customer#000001325,Agu uZvi6Xv77 nE7W8,7,176873031074,9109.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1858,1326,Customer#000001326,naLuK8XKUP72msE0e,21,313733074091,0.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1859,1327,Customer#000001327,LBVMBxjllZpTQd,12,229205766295,1.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1860,1328,Customer#000001328,fjKlKFyxTQRJjLeT1Md,10,203054289878,3265.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1861,1329,Customer#000001329,Q3 pefFAcrEYPQ6J AC,17,279458268003,4646.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1862,1330,Customer#000001330,MGY4P7QIy3,1,113535241234,3893.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1863,1331,Customer#000001331,mjaArHGsPWg,8,181403891328,2005.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1864,1332,Customer#000001332,1JMz4nbClfcxmzPyWyJK,18,285603516594,3323.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1865,1333,Customer#000001333,o9o6lky2KYgFZ2cSx5lyFQYufM1i1d,2,121549756824,1331.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1866,1334,Customer#000001334,gZkxQY2Aa3o D6f1O 7nsPdg6BJ3,5,154938001041,2486.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1867,1335,Customer#000001335,VeQAJlVqZgl0adTxSpZ6P2ZVIC0kWokJ,10,207447797057,8342.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1868,1336,Customer#000001336,E4MeTLnSTIOlWkLDwmG7QPf 9Dq,16,263501105043,1490.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1869,1337,Customer#000001337,ACAMJe2Xdw2BCgHrGMd0BX,22,325285941931,7882.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1870,1338,Customer#000001338,"8Nx5v3cKF MK3ejHdMUgcY,FNZZs1",20,307638665779,5139.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1871,1339,Customer#000001339,QGiiQ1iMDmLKLAHsZa L68gZFyPXX18a38IS,4,149049632452,8168.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1872,1340,Customer#000001340,dYRQ2tz0OdH,21,318724351900,280.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1873,1341,Customer#000001341,n5dnBrBUHnNEnaglCr9jNvONhG tMPb,18,287012219569,763.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1874,1342,Customer#000001342,FD6UNqfsYMKkf3ZFZdI4EaYMZ,16,263407332096,1520.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1875,1343,Customer#000001343,WtCLJBdycxFOsHyv,18,283935945247,8303.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1876,1344,Customer#000001344,95XSwEZD22AZln3RB,5,153076829911,2113.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1877,1345,Customer#000001345,"31zcobEB,6Li4YDZbnNX",9,199136517783,8594.00,BUILDING,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1878,1346,Customer#000001346,cuwz2Yvj VKYEXjZzfL,10,205026856183,4524.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1879,1347,Customer#000001347,7oXery7shMx,24,349562326103,8476.00,HOUSEHOLD,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1880,1348,Customer#000001348,CgtcDDYMnvsgI1uozRj,23,333607323579,459.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1881,1349,Customer#000001349,"HvlnFsKOdm39Ge4VPgzE,UN",18,289505278728,4967.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1882,1350,Customer#000001350,"fc,TCo2zqB9T3C5IbaGkfV3,hLqLr",3,134869032349,3340.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1883,1351,Customer#000001351,NYMFfkNlCGoTeaDrNO9nn,1,119162106616,3106.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1884,1352,Customer#000001352,XW4X8ComPo5mlyrgLn,20,306316064317,5571.00,FURNITURE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1885,1353,Customer#000001353,CzscM6Q8vW6,1,111092741421,3667.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1886,1354,Customer#000001354,rvGErAt5suIqpuxwtL QPAgN7n7Tyv,13,239696191363,0.00,MACHINERY,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
1887,1355,Customer#000001355,c1r6G98ixzLQkvUV2KphsFwhYvpDo18oToGB,20,309188831662,2351.00,AUTOMOBILE,1990-01-01 00:00:00.000,9999-12-31 23:59:59.000,true,INITIAL_LOAD
